review,sentiment,review_lemmatized
mandiri aman tf mandiri transaksi gagal tp saldo hati pengguna,0.0,mandiri aman tf mandiri transaksi gagal tp saldo hati guna
mengalami kendala disaat tanda tangan pencet ulang bis,0.0,alami kendala disaat tanda tangan pencet ulang bis
login berhasil terhubung,0.0,login berhasil hubung
maaf ya kq ndx d dowload,0.0,maaf ya kq ndx d dowload
males update mulu,0.0,males update mulu
kpan normalnya gangguan,0.0,kpan normal nya ganggu
aplikasi stuck logo tulisannya sistem eror masuk aplikasi lacar gada jaringan ram kosong gb penyimpanan hp sisa gb cahce udah clear trus gimana chat telegram slow respon hdeh,0.0,aplikasi stuck logo tulis dia sistem eror masuk aplikasi lacar gada jaring ram kosong gb simpan hp sisa gb cahce udah clear trus gimana chat telegram slow respon hdeh
gajelas klo temen yg pd langsung masuk giliran akun susah kebangetan,0.0,gajelas klo temen yang pd langsung masuk gilir akun susah banget
susah verifikasinya gagal mandiri mobile simple praktis efisien mandiri mobile udah bagus bagus digantikan,0.0,susah verifikasi dia gagal mandiri mobile simple praktis efisien mandiri mobile udah bagus bagus ganti
susah paham enakan yg tf shopee pay aja gagal mulu gada yg beda va nya yg apl,0.0,susah paham enak yang tf shopee pay aja gagal mulu gada yang beda va dia yang apl
password salah suruh ganti masuk data diisi tulisan pakai password dipakai diganti muncul,0.0,password salah suruh ganti masuk data isi tulis pagai password pakai ganti muncul
mudah cepat cepat bikin emosi jancokkk,0.0,mudah cepat cepat bikin emosi jancokkk
buruk ga transaksi loading mulu,0.0,buruk ga transaksi loading mulu
ya kali seharian maintenance,0.0,a <sos>a kali seharian maintenance
error,0.0,error
gagal verifikasi wajah,0.0,gagal verifikasi wajah
livin by mandiri loadingnya terkadang gak buka app yg tpi koq payaaahh,0.0,livin by mandiri loading dia terkadang gak buka app yang tpi koq payaaahh
transfer aja susah banget gagal mulu,0.0,transfer aja susah banget gagal mulu
repot,0.0,repot
gak top up dana pake apk ya udah sesuai prosedur mohon respon cepatnya,0.0,gak top up dana pake apk ya udah sesuai prosedur mohon respon cepat nya
bagusan yg dlu,0.0,bagus yang dlu
pagi ga kebuka bayar cicilan susah ramah bintang,0.0,pagi ga kebuka bayar cicil susah ramah bintang
yg gak aplikasi livin yg gak pemberitahuan sekrang aplikasi yg jg gak perbankan sehat kah,0.0,yang gak aplikasi livin yang gak beritahu sekrang aplikasi yang jg gak bank sehat kah
bagus logo biru kemaren yg kuning ribet lemot banget lg bad banget yg,0.0,bagus logo biru kemaren yang kuning ribet lemot banget lg bad banget yang
susah masuk aplikasi sinyal bagus bagus versi,0.0,susah masuk aplikasi sinyal bagus bagus versi
gimna sih aplikasi eror gk bagus,0.0,gimna sih aplikasi eror gk bagus
habis perbaharui malem kalo login gangguan,0.0,habis perbaharui malem kalo login ganggu
aplikasi livin buka update selesai suruh update udah kali update,0.0,aplikasi livin buka update selesai suruh update udah kali update
update mulu,0.0,update mulu
gangguan najis,0.0,ganggu najis
dri dibukaaa g berguna,0.0,dri bukaaa g guna
mao ngasih bintang minggu jdi pengguna aplikasinya kaga dibuka lier mang bintang klo nih dikasih,0.0,mao ngasih bintang minggu jdi guna aplikasi dia kaga buka lier mang bintang klo nih kasih
update,0.0,update
bagus yg biru woy,0.0,bagus yang biru woy
mohon bantuan nya developer login disuruh ganti password password diganti mentransfer nunggu proses pemberitahuan proses berhasil nya tau saldo yg ditransfer masuk saldo,0.0,mohon bantu dia developer login suruh ganti password password ganti ransfer nunggu proses beritahu proses berhasil nya tau saldo yang transfer masuk saldo
ribett bikin kode billing pajak beda yg warna biru skrg musti bikin kode billing terpisah yg byr kode billing,0.0,ribett bikin kode billing pajak beda yang warna biru skrg musti bikin kode billing pisah yang byr kode billing
aplikasi kayak ya isi password login aplikasi salah ubah password pakai pulsa pulsa pusing aplikasi habis pulsa aja ganti password,0.0,aplikasi kayak ya isi password login aplikasi salah ubah password pagai pulsa pulsa pusing aplikasi habis pulsa aja ganti password
iki opo an habis diperbarui gangguan tranfsaksi,0.0,iki opo an habis baru ganggu tranfsaksi
mandiri buka stiap kali tranfer gagal trus eror kah gue pusing liat livin mandiri,0.0,mandiri buka stiap kali tranfer gagal trus eror kah gue pusing liat livin mandiri
aplikasi yg jelek banget bagus aplikasi yg knp mesti diganti aplikasi berganti aplikasi praktis lg jelek diuji coba berganti yg main ganti aja aplikasi yg ditutup,0.0,aplikasi yang jelek banget bagus aplikasi yang knp mesti ganti aplikasi ganti aplikasi praktis lg jelek uji coba ganti yang main ganti aja aplikasi yang tutup
gangguan uda gak buka,0.0,ganggu uda gak buka
smkin ganti jdi kuning ribet pakainya lbih aplikasi sblumnya,0.0,smkin ganti jdi kuning ribet pakai dia lbih aplikasi sblumnya
update buka kaya versi,0.0,update buka kaya versi
ganti aplikasi logo biru pakai inet banking disuruh migrasi logo biru migrasi kuning update otomatis aja sistemnya emang afa yg diperbaiki,0.0,ganti aplikasi logo biru pagai inet banking suruh migrasi logo biru migrasi kuning update otomatis aja sistemnya emang afa yang baik
aplikasi tdk update,0.0,aplikasi tdk update
aplikasi living tuh membantu bikin org bingung beberpa gk buka error kaya gini,0.0,aplikasi living tuh bantu bikin org bingung beberpa gk buka error kaya gini
knpa livin update,0.0,knpa livin update
erorrrr seharian kacauuu,0.0,erorrrr hari kacauuu
knapa ga login sehariannnn,0.0,knapa ga login sehariannnn
gabisa kode verifikasi sms,0.0,gabisa kode verifikasi sms
disuruh verifikasi wajah berhasil ceklis disuruh verifikasi wajah aja gitu udah coba pake wifi pake data seluler gak stuck verifikasi wajah,0.0,suruh verifikasi wajah berhasil ceklis suruh verifikasi wajah aja gitu udah coba pake wifi pake data seluler gak stuck verifikasi wajah
isi e money dana terpotong e money gak isi parah lo mandiri,0.0,isi e money dana potong e money gak isi parah lo mandiri
sms balasan lemot,0.0,sms balas lemot
buka aplikasi menanggapi,0.0,buka aplikasi tanggap
gw pas verifikasi wajah gak masuk mulu costemer servis coba az gw coba ampe gw abis rebu verifikasi gak masuk mulu emang ga solusinya gimana bikin gw nyesel,0.0,gw pas verifikasi wajah gak masuk mulu costemer servis coba az gw coba ampe gw abis rebu verifikasi gak masuk mulu emang ga solusi dia gimana bikin gw nyesel
jelek sampe detik gk login,0.0,jelek sampe detik gk login
diupdate error ga dipake,0.0,update error ga pake
malem jam keatas gak dibuka kocak bat,0.0,malem jam keatas gak buka kocak bat
lengkap livin mandiri yg biru sbelumnya menu teansaksi tertunda ko gk tolong perlengkap woy ani apk,0.0,lengkap livin mandiri yang biru sbelumnya menu teansaksi tunda ko gk tolong perlengkap woy ani apk
kali disuruh merubah fasword alhamdullilah pas ang ketiga aplikasinya hapus,0.0,kali suruh rubah fasword alhamdullilah pas ang ketiga aplikasi dia hapus
malem maintance,0.0,malem maintance
update terbaru jelek error aplikasi berat,0.0,update baru jelek error aplikasi berat
gimana top up gagal yg biru gk error top up gagal,0.0,gimana top up gagal yang biru gk error top up gagal
ga tf bank bprks ga pilihannya,0.0,ga tf bank bprks ga pilih dia
livin ga kebuka smnjak update ngeri simpen uang bank nabung rumah ajah kalo gitu mah,0.0,livin ga kebuka smnjak update ngeri simpen uang bank nabung rumah ajah kalo gitu mah
pindah bank bca ah,0.0,pindah bank bca ah
aplikasi,0.0,aplikasi
membuka rekening surat domisili cepat mudah verifikasi lengkap rekening gak kunjung jam nunggu tips livin rekening menit,0.0,buka rekening surat domisili cepat mudah verifikasi lengkap rekening gak kunjung jam nunggu tips livin rekening menit
ga sampe ga pakai aplikasinya,0.0,ga sampe ga pagai aplikasi dia
pelayanan nya bagus jelekkkk bagusss,0.0,layan dia bagus jelekkkk bagusss
app ruwet salbut ribet kakean pola,0.0,app ruwet salbut ribet kakean pola
download livin by mandiri pas bank mandiri seminggu pas gunain nggak heran gue password yg gue gunain salah ujung ujungnya hapus download lg tp jg nggak password yg pakai ribet ya livin by mandiri ny,0.0,download livin by mandiri pas bank mandiri seminggu pas gunain nggak heran gue password yang gue gunain salah ujung ujung dia hapus download lg tp jg nggak password yang pagai ribet ya livin by mandiri ny
pindah bank solusi terbaik niat hati menabung biar uangnya aman mandiri kehilangan biaya adminlah biaya bukanya berbunga ngilangin sungguh melelahkan,0.0,pindah bank solusi baik niat hati tabung biar uang dia aman mandiri hilang biaya adminlah biaya buka dia bunga ngilangin sungguh lelah
lemot gagal kapok dah,0.0,lemot gagal kapok dah
gabisa download,0.0,gabisa download
gak dibukak,0.0,gak bukak
lemot aplikasinya tolong perbaiki,0.0,lemot aplikasi dia tolong perbaiki
livin aja masuk uang gak update,0.0,livin aja masuk uang gak update
nih livin bgt gagal login,0.0,nih livin bgt gagal login
error jaringan stabil trus,0.0,error jaring stabil trus
parah banget mandiri separah transfer x gagal tp saldo potong nanya call center mandiricare ga gunanya sumpah separah bikin customer nyaman aman modelan,0.0,parah banget mandiri separah transfer x gagal tp saldo potong nanya call center mandiricare ga guna dia sumpah separah bikin customer nyaman aman modelan
kirim sms verifikasi gagal status sms diterima kirim ulang berlanjut,0.0,kirim sms verifikasi gagal status sms terima kirim ulang lanjut
susah login,0.0,susah login
tolong pulsa udah abis ga masuk,0.0,tolong pulsa udah abis ga masuk
bln mintak update trs,0.0,bln mintak update trs
gangguan tolong tingkatkan dikit ndak dipake,0.0,ganggu tolong tingkat dikit ndak pake
livin kuning sya susah loging but trasaksi mohon mandiri bantu,0.0,livin kuning sya susah loging but trasaksi mohon mandiri bantu
menyusahkan recent history bayar gak urut kaya livin yg gak sekaran recent history pembayaran aja yg tokped bpjs hey pembayaran gak pindah bank klo,0.0,susah recent history bayar gak urut kaya livin yang gak sekar recent history bayar aja yang tokped bpjs hey bayar gak pindah bank klo
update buruk malam trx gagal buka banking trs aneh enak bca apk ny aman,0.0,update buruk malam trx gagal buka banking trs aneh enak bca apk ny aman
ribet bos ulang dr sorry,0.0,ribet bos ulang dr sorry
emang gak terhubung mulu koneksi gonta ganti jaringan wifi data aja,0.0,emang gak hubung mulu koneksi gonta ganti jaring wifi data aja
error aj yg logo biru gampang gk error,0.0,error aj yang logo biru gampang gk error
kecewa eror mulu,0.0,kecewa eror mulu
transfer error,0.0,transfer error
konfirmasi perbaikan aplikasi atm berfungsi aplikasinya gangguan lapot le cabang ga solusi gimana,0.0,konfirmasi baik aplikasi atm fungsi aplikasi dia ganggu lapot le cabang ga solusi gimana
kacauu,0.0,kacauu
perbaharuhi transaksi tambahan pengaturan membingungkan,0.0,perbaharuhi transaksi tambah atur bingung
susah upload ulang,0.0,susah upload ulang
such a stupid app buka rekening aplikasi kantor cabang orangnya gada ramah direbetin urusannya mending buka rekening mandiri bank bumn emang gada bener ngelayanin konsumen,0.0,such a stupid app buka rekening aplikasi kantor cabang orang dia gada ramah direbetin urus dia mending buka rekening mandiri bank bumn emang gada bener ngelayanin konsumen
up trs bikin jengkel,0.0,up trs bikin jengkel
woi admin petugas it mandiri perbaiki tu sistem daftar livin mandiri pakai hp kentang ndak hp mahal,0.0,woi admin petugas it mandiri perbaiki tu sistem daftar livin mandiri pagai hp kentang ndak hp mahal
ngga kaya livin bentar update udah ngabisin kuota eh gagal udah coba x update gagal,0.0,ngga kaya livin bentar update udah abisin kuota eh gagal udah coba x update gagal
ga dibuka kendala mulu,0.0,ga buka kendala mulu
aplikasinya gk buka payah,0.0,aplikasi dia gk buka payah
mentransfer dr akun investor akun tabungan,0.0,ransfer dr akun investor akun tabung
rating gak aplikasi dipikir yg mesti jd tdk update ckup thn bln bgini buatnya an,0.0,rating gak aplikasi pikir yang mesti jd tdk update ckup thn bln bgini buat nya an
eror bayar bpjs gk transfer gk tolong diperbaiki terima kasih,0.0,eror bayar bpjs gk transfer gk tolong baik terima kasih
masuk loading doang,0.0,masuk loading doang
update aja yaa,0.0,update aja yaa
diupdate masuk,0.0,update masuk
error bagus biru,0.0,error bagus biru
ya android versi alasannya pakai aplikasi jenis suport,0.0,a <sos>a android versi alasan dia pagai aplikasi jenis suport
apdet,0.0,apdet
hadeeeehhhh d update lemottt,0.0,hadeeeehhhh d update lemottt
sms verifikasi daftar online nya gak kode nya aja gak dikirim ngabisin pulsa aja sms berulang ulang,0.0,sms verifikasi daftar online dia gak kode dia aja gak kirim abisin pulsa aja sms berulang ulang
berdasar pengalaman aplikasi kolot ribet ga bs contoh bank yg lbh mudah simple pendaftaran pengunaan aplikasinya knp ganti aplikasi klo yg bs knp pemberitahuan email sms nasabah aplikasi perbedaan keuntungan aplikasi cari yg ribet klo yg mudah parah parah parah,0.0,dasar pengalaman aplikasi kolot ribet ga bs contoh bank yang lbh mudah simple daftar una aplikasi dia knp ganti aplikasi klo yang bs knp beritahu email sms nasabah aplikasi beda untung aplikasi cari yang ribet klo yang mudah parah parah parah
update tp bermasalah gak dibuka perbaikan,0.0,update tp masalah gak buka baik
sebentar sebentar pemeliharaan sistem mengecewakan biru kemaren akurat semenjak ganti gold pemeliharaan sistem mengganggu,0.0,sebentar sebentar pelihara sistem kecewa biru kemaren akurat semenjak ganti gold pelihara sistem ganggu
error diupdate des,0.0,error update des
kadang susah terhubung gak ni aplnya,0.0,kadang susah hubung gak ni aplnya
aplikasi payah log in eror server bagus payah log in verifikasi data,0.0,aplikasi payah log in eror server bagus payah log in verifikasi data
gagal verifikasi data terbaca akurat payah,0.0,gagal verifikasi data terbaca akurat payah
kecewa aplikasi download livin kuning mentok verifikasi sms pulsa k habis balasannya gagal berlaku kirim sms jam siang balas berhasil jam malam aplikasi sekelas livin gk selesaikan verifikasi sms habis pulsa berhasil verifikasi sms nya aplikasi livin biru gak seribet,0.0,kecewa aplikasi download livin kuning mentok verifikasi sms pulsa k habis balas dia gagal laku kirim sms jam siang balas berhasil jam malam aplikasi sekelas livin gk selesai verifikasi sms habis pulsa berhasil verifikasi sms dia aplikasi livin biru gak seribet
buka livin update update instruksinya instal perangkat instal dibuka keterangannya update,0.0,buka livin update update instruksi dia instal perangkat instal buka terang dia update
livin buruk kalo malem perbaikan payahh,0.0,livin buruk kalo malem baik payahh
aplikasi kirain upgread apk yg warna kuning aplikasi gk,0.0,aplikasi kirain upgread apk yang warna kuning aplikasi gk
update gak login kali bosen lemot aplikasinya,0.0,update gak login kali bosen lemot aplikasi dia
lemot aplikasinya kali transaksi eh jdi eror bagusan yg logo biru,0.0,lemot aplikasi dia kali transaksi eh jdi eror bagusan yang logo biru
kebanyakan update dipakaa update mumet,0.0,kebanyakan update pakaa update mumet
ojok ruwet,0.0,ojok ruwet
cape updet mulu tp gak berhasil udah suruh ganti pin mulu pake sms lgi coba pake wa gimail gtu gnti pin nya males deh ngisi pulza sms,0.0,cape updet mulu tp gak berhasil udah suruh ganti pin mulu pake sms lgi coba pake wa gimail gtu gnti pin dia males deh ngisi pulza sms
aplikasi nya lemot banget buka tolong perbaiki mandiri aplikasi mbakingnya biar dipakai warga,0.0,aplikasi dia lemot banget buka tolong perbaiki mandiri aplikasi mbaking dia biar pakai warga
duhh aplikasi livin mandiri yg ribet gampangan livin mandiri yg beli pulsa listrik bayar belanjaan online enak yg aplikasi livin yg sumpah ribetnya ampun dahh,0.0,duhh aplikasi livin mandiri yang ribet gampangan livin mandiri yang beli pulsa listrik bayar belanja online enak yang aplikasi livin yang sumpah ribet dia ampun dahh
livin trbaru bermasalah isi saldo shopeepay gagal trs pdhal kode sdh sdh berpuluh kali dcoba ttap gagal trs,0.0,livin trbaru masalah isi saldo shopeepay gagal trs pdhal kode sdh sdh berpuluh kali dcoba ttap gagal trs
ku aplikasi yg gak pakek,0.0,aku aplikasi yang gak pakek
gk registrasi,0.0,gk registrasi
y menu bayar yg gak gopay spaylater dll,0.0,y menu bayar yang gak gopay spaylater dll
login password slah trus pdahal kmaren diperbarui karna password slah skrang password slah lgi ngelag trus app nya tlong diperbaiki,0.0,login password slah trus pdahal kmaren baru karna password slah skrang password slah lgi ngelag trus app dia tlong baik
kualitas buruk login verifikasi sms pulsa habis,0.0,kualitas buruk login verifikasi sms pulsa habis
payah butuh gak login update dahlah malas gantu bank aja,0.0,payah butuh gak login update dahlah malas gantu bank aja
memudahkan membingungkan banyan iklan buka aplk meng update menerus,0.0,mudah bingung banyan iklan buka aplk meng update terus
mengecewakan berkali kali coba upload ktp ttp gabisa pdhl udh bngt bintang aja deh semoga lekas diperbaiki sistemnya,0.0,kecewa berkali kali coba upload ktp ttp gabisa pdhl udh bngt bintang aja deh semoga lekas baik sistemnya
lelet lelet ga sesimple segesit yg biru kecewa dah,0.0,lelet lelet ga sesimple segesit yang biru kecewa dah
daptar suruh nunggu menit taunya jam belom beres,0.0,daptar suruh nunggu menit tau nya jam belom beres
ga verifikasi sms login nomor udh sesuai terdaftar pulsa habis rb tetep verifikasinya kacau,0.0,ga verifikasi sms login nomor udh sesuai daftar pulsa habis rb tetep verifikasi dia kacau
susah login transaksi terganggu atm mandiri link,0.0,susah login transaksi ganggu atm mandiri link
normal bikin aplikasi amatir,0.0,normal bikin aplikasi amatir
apl gk update,0.0,apl gk update
mantenance tolong percepat penanganan perbankan lo bumn,0.0,mantenance tolong cepat tangan bank lo bumn
update isinya aja menguras paket battrai,0.0,update isi dia aja uras paket battrai
menyesal aplikasi update ribet,0.0,sesal aplikasi update ribet
android buka ya,0.0,android buka ya
update menyusahkan butuhkan update,0.0,update susah butuh update
login susah,0.0,login susah
aplikasinya kadang kadang susah dibuka,0.0,aplikasi dia kadang kadang susah buka
terbaru jelek banget gak riwayat transaksi uangnya biru bagus update gak payah,0.0,baru jelek banget gak riwayat transaksi uang dia biru bagus update gak payah
nyesal tolong bantu,0.0,nyesal tolong bantu
bgt eror top up g,0.0,bgt eror top up g
login disuruh tunggu karna berhasil terhubung yaapa sih,0.0,login suruh tunggu karna berhasil hubung yaapa sih
error mulu malem,0.0,error mulu malem
maintenance harian full parah mending yg biru nyesel hapus yg biru,0.0,maintenance harian full parah mending yang biru nyesel hapus yang biru
gampang error,0.0,gampang error
livin topup dana sulit nomor terdaftar trus,0.0,livin topup dana sulit nomor daftar trus
aplikasi abal abal error,0.0,aplikasi abal abal error
daftar kolom alamat provinsi gak klik payar,0.0,daftar kolom alamat provinsi gak klik payar
buka rekening dr perusahaan karna payrol bca iming iming biayaadmin minimal rb rb pemberitahuan iya biaya tranver uang rb ambil beli kebutuhan mengendap rekening kalo gajinya dgt ga kepikiran gajinya koma sisaan gaji andelan tau koma ga duit mandiri bank plat merah kalah bca rupiah,0.0,buka rekening dr usaha karna payrol bca iming iming biayaadmin minimal rb rb beritahu iya biaya tranver uang rb ambil beli butuh mengendap rekening kalo gaji dia dgt ga pikir gaji dia koma sisa gaji andelan tau koma ga duit mandiri bank plat merah kalah bca rupiah
eror,0.0,eror
transfer aja gk,0.0,transfer aja gk
mending logo biru yg kuning luemot mot mot haduhhh,0.0,mending logo biru yang kuning luemot mot mot haduhhh
suka mbanking yg yg update ribet sekalinya pake buru buru update capek bgt,0.0,suka mbanking yang yang update ribet sekali nya pake buru buru update capek bgt
mohon mutasi masuk disertakan jam tanggal,0.0,mohon mutasi masuk serta jam tanggal
lelet bgt,0.0,lelet bgt
buka rekening aja dipersulit verifikasi nomer hp sampe kali sms gagal trus,0.0,buka rekening aja sulit verifikasi nomer hp sampe kali sms gagal trus
suka pake yg,0.0,suka pake yang
eror pagi malam,0.0,eror pagi malam
transaksi gagal penyebabnya aplikasi livin kartu atm ya tolong pencerahannya aplikasi tolong perbaiki ya,0.0,transaksi gagal sebab dia aplikasi livin kartu atm ya tolong cerah dia aplikasi tolong perbaiki ya
say ber gabung paham mohon bimbingan nya,0.0,say ber gabung paham mohon bimbing dia
ribet login aja pake berlakunya tinggal masukin no rekening psswd,0.0,ribet login aja pake laku dia tinggal masuk no rekening psswd
membaca ektp berkali kali muncul pop up foto jelass banget sampah,0.0,baca ektp berkali kali muncul pop up foto jelass banget sampah
force close menjengkelkan,0.0,force close jengkel
pengalaman menjengkelkan verifikasi muncul data sesuai e ktp data pakai buka akun brimo seabank dll kesal karna nasabah bang mandiri kesal karna terbuang gara gara cobain buka rek online mandiri,0.0,pengalaman jengkel verifikasi muncul data sesuai e ktp data pagai buka akun brimo seabank dll kesal karna nasabah bang mandiri kesal karna terbuang gara gara cobain buka rek online mandiri
bosokkkk,0.0,bosokkkk
gangguan,0.0,ganggu
rekening online gagal tahap tanda tangan elektronik,0.0,rekening online gagal tahap tanda tangan elektronik
woy cok habis update gabisa masuk langsung crash gabisa masuk login page,0.0,woy cok habis update gabisa masuk langsung crash gabisa masuk login page
nyesel gue pembaharuan gak buka,0.0,nyesel gue baharu gak buka
mesin setor tunai mandiri area aroma resto tabing nasabah komplain krn mesin nya lelet transaksi ehh mesinnya tarik klw komplain dr nasabah ya mandirinya hrs berbenah meningkatkan pelayanan menarik mesinnya mesin setor tunai area aroma resto butuhkan masyarakat bata kota lubuk buaya tabing lho mohon keluhan nasabah ditindaklanjuti cermat ya,0.0,mesin setor tunai mandiri area aroma resto tabing nasabah komplain krn mesin dia lelet transaksi ehh mesin dia tarik klw komplain dr nasabah ya mandiri nya hrs benah tingkat layan menarik mesin dia mesin setor tunai area aroma resto butuh masyarakat bata kota lubuk buaya tabing lho mohon keluh nasabah tindaklanjut cermat ya
apk ga malas download ngabisin kuota doang,0.0,apk ga malas download ngabisin kuota doang
gak log in daftar balikin livin yg warna biru,0.0,gak log in daftar balikin livin yang warna biru
ga sat set kayak logo biru,0.0,ga sat set kayak logo biru
najis error mulu,0.0,najis error mulu
trouble gk,0.0,trouble gk
semenjak aplikasi livin upgrade log in log in bermasalah,0.0,semenjak aplikasi livin upgrade log in log in masalah
update hp sya jdi tdk komptble gmna solusinya beli hp tdk suport hp ram gb versi hp si sya pindah bank aja,0.0,update hp sya jdi tdk komptble gmna solusi dia beli hp tdk suport hp ram gb versi hp si sya pindah bank aja
update warna kuning susah login nya berkali verifikasi sms gagal trs loh tolong banget perbaiki,0.0,update warna kuning susah login dia berkali verifikasi sms gagal trs loh tolong banget perbaiki
aplikasi buruk knpa gak masuk,0.0,aplikasi buruk knpa gak masuk
promo tgl maret bru yg dikambing hitam target promosinya gara gara sistem down,0.0,promo tgl maret bru yang kambing hitam target promosi dia gara gara sistem down
pakai mandiri atm nya error nasabah geramm setor tunai mesin eror duit gk masuk rekening atm ketelen laporan cal center berteletele stop mandiri pindah bank maaff,0.0,pagai mandiri atm dia error nasabah geramm setor tunai mesin eror duit gk masuk rekening atm ketelen lapor cal center berteletele stop mandiri pindah bank maaff
mudah yg biru masukan aja sih dah pakai mandiri yg biru yg kuning bayar shopee susah gak piliha yg biru gampang pilihan nya mohon perbaiki,0.0,mudah yang biru masuk aja sih dah pagai mandiri yang biru yang kuning bayar shopee susah gak piliha yang biru gampang pilih dia mohon perbaiki
pembaharuan yg kemunduran,0.0,baharu yang mundur
aplikasi ribet susah login,0.0,aplikasi ribet susah login
kntl update ga ramah user rooted mending mbca deh livin anjg,0.0,kntl update ga ramah user rooted mending mbca deh livin anjg
kesbek,0.0,kesbek
livin kuning payah login aja nggak kirim sms sampek kali tetep nggak males makek,0.0,livin kuning payah login aja nggak kirim sms sampek kali tetep nggak males makek
eror mulu tolong mandiri perbaiki,0.0,eror mulu tolong mandiri perbaiki
gagal verifikasi wajah wajah masuk,0.0,gagal verifikasi wajah wajah masuk
aplikasi jelek parah,0.0,aplikasi jelek parah
gimana verifikasi fotonya gagal komen konekse internet sinyal bagus koneksi bagus,0.0,gimana verifikasi foto dia gagal komen konekse internet sinyal bagus koneksi bagus
aplikasi masuk pembayaran,0.0,aplikasi masuk bayar
diupdate gabisa login yaa,0.0,update gabisa login yaa
parah habis upgrade gk,0.0,parah habis upgrade gk
tolong perbaiki lgi aplikasi knpa nyuruh apgret mmbuat nasabah resah dngan kwtidak nyamanan dlu aja nyaman lancar apgret ribet bnyak gangguan nya tlong min perbaiki,0.0,tolong perbaiki lgi aplikasi knpa nyuruh apgret buat nasabah resah dngan kwtidak nyaman dlu aja nyaman lancar apgret ribet bnyak ganggu dia tlong min perbaiki
transfer koq gagal ya udah update,0.0,transfer koq gagal ya udah update
habis perbarui yg eror login restrat aplikasi tetep konfirmasi day tolong perbarui,0.0,habis perbarui yang eror login restrat aplikasi tetep konfirmasi day tolong perbarui
hbis transaksi gak balek kemenu utama login cs rela antri gak solusi aplikasi taekkk babi,0.0,hbis transaksi gak balek kemenu utama login cs rela antri gak solusi aplikasi taekkk babi
error yaa plis mandiri diperbaiki,0.0,error yaa plis mandiri baik
upgard kuning eror,0.0,upgard kuning eror
perbarui login susah suruh nunggu karna perbarui tolong donk butuh transaksi,0.0,perbarui login susah suruh nunggu karna perbarui tolong donk butuh transaksi
buka hp anak sy berlaku hp anak sy,0.0,buka hp anak sy laku hp anak sy
otp puluhan kali gak berhasil,0.0,otp puluhan kali gak berhasil
ga update,0.0,ga update
very slowwww bagusan yg ribeeeeettt lemoottt mending pake si biru pake pas urgent aja,0.0,very slowwww bagus yang ribeeeeettt lemoottt mending pake si biru pake pas urgent aja
pelayanan,0.0,layan
error,0.0,error
ya ko livin susa d bukanya,0.0,a <sos>a ko livin susa d buka dia
keterangan uang masuk rekeningnya full livin yg gak duit masuk rekening tolong diperbaiki,0.0,terang uang masuk rekening dia full livin yang gak duit masuk rekening tolong baik
trkhir update september skrg suruh update lg,0.0,trkhir update september skrg suruh update lg
barusan top up shoppepay jt proses coba top up k diproses top up jt proses stts transaksi berhasil jdi mohon saran ny gmn diproses harap saldo jt dikembalikan,0.0,barusan top up shoppepay jt proses coba top up k proses top up jt proses stts transaksi berhasil jdi mohon saran ny gmn proses harap saldo jt kembali
knpa ya livin login masukin pasword udah bner salah sandi,0.0,knpa ya livin login masuk pasword udah bner salah sandi
update ga login sampe tolong diperbaiki,0.0,update ga login sampe tolong baik
cacad,0.0,cacad
masuk pasword bikin paswor gagal pulsa udah habis aja pas ulang,0.0,masuk pasword bikin paswor gagal pulsa udah habis aja pas ulang
pembayaran virtual account dimana bagikan resi dimana transfer rekening dimana knp yg sulit buruk multipaymentnya kmn masukin kode pembayaran digitnya kmn,0.0,bayar virtual account dimana bagi resi dimana transfer rekening dimana knp yang sulit buruk multipayment dia kmn masuk kode bayar digit dia kmn
bagusan fitur fitur livin by mandiri transfer uang dana susah,0.0,bagus fitur fitur livin by mandiri transfer uang dana susah
loaaaaaaaaading mulu ni apk jaringan bagus mbps aduhhh aneh,0.0,loaaaaaaaaading mulu ni apk jaring bagus mbps aduhhh aneh
jelek banget,0.0,jelek banget
app susah dibuka buka aplikasi,0.0,app susah buka buka aplikasi
bolak update bikin penuh memori hp trlalu update jd mengganggu transaksi aja,0.0,bolak update bikin penuh memori hp trlalu update jd ganggu transaksi aja
whatsap mulu tp giliran verifikasi gagal mulu gajelas,0.0,whatsap mulu tp gilir verifikasi gagal mulu gajelas
gimanaaa yaaa muteeer aja signal bagus ckck,0.0,gimanaaa yaaa muteeer aja signal bagus ckck
livin yg biru g d d suruh dwonload livin yg gold habis d dwonload ko top up shopeepay ga kirain ak aja ulasannya ga kaya livin biru mkanya kasih bintang,0.0,livin yang biru g d d suruh dwonload livin yang gold habis d dwonload ko top up shopeepay ga kirain ak aja ulas dia ga kaya livin biru mkanya kasih bintang
ngk transfer,0.0,ngk transfer
busuk,0.0,busuk
oh komen langsung yg nipu menarik hati hati guys,0.0,oh komen langsung yang nipu menarik hati hati guys
gagal memverfikasi ngabisin pulsa tolong tingkatkan,0.0,gagal verfikasi ngabisin pulsa tolong tingkat
update,0.0,update
susah login coba login update kecewa,0.0,susah login coba login update kecewa
kasih bintang langsung d bls k email disuruh hub k mandiricare kirim email k mandiricare ga bls an wkwkwkk,0.0,kasih bintang langsung d bls k email suruh hub k mandiricare kirim email k mandiricare ga bls an wkwkwkk
